-60.05000	-60.10000
-60.09576	-60.19270
-60.13733	-60.27849
-60.17493	-60.35765
-60.20479	-60.42405
-60.22556	-60.47568
-60.24231	-60.51975
-60.25043	-60.55027
-60.24210	-60.55464
-60.25523	-60.59501
-60.22904	-60.56964
-60.19404	-60.52895
-60.15739	-60.48595
-60.13022	-60.45751
-60.10866	-60.43893
-60.06910	-60.38779
-59.99861	-60.28675
-59.92806	-60.18505
-59.89769	-60.15103
-59.84964	-60.09193
-59.73951	-59.92823
-59.62263	-59.75448
-59.49807	-59.56954
-59.43096	-59.47534
-59.31636	-59.30903
-59.17842	-59.10332
-59.05714	-58.92774
-58.88949	-58.67631
-58.77669	-58.51476
-58.61381	-58.27697
-58.47116	-58.07029
-58.36922	-57.93023
-58.15412	-57.60827
-57.99453	-57.37630
-57.80057	-57.09448
-57.66783	-56.90982
-57.58266	-56.80403
-57.33994	-56.44349
-57.17195	-56.20626
-56.95458	-55.89043
-56.70232	-55.51838
-56.54846	-55.30764
-56.29245	-54.93144
-56.28485	-54.95871
-56.02674	-54.57912
-55.77972	-54.32286
-55.61470	-54.10035
-55.38598	-53.77753
-55.18502	-53.75258
-54.92821	-53.70347
-54.70739	-53.62319
-54.55345	-53.69660
-54.38571	-53.96311
-54.23492	-53.87790
-54.01486	-53.74270
-53.88616	-53.97885
-53.79130	-54.06324
-53.74929	-54.15008
-53.60244	-54.40326
-53.49635	-54.56228
-53.43860	-54.70559
-53.41895	-54.63981
-53.42579	-54.69171
-53.34863	-54.96869
-53.36347	-55.27365
-53.36441	-55.37362
-53.46539	-55.87359
-53.52294	-55.87085
-53.53392	-55.83141
-53.64153	-56.18522
-53.69043	-56.11283
-53.81789	-56.14831
-53.89247	-56.26246
-54.09204	-56.49986
-54.49653	-56.57237
-54.66585	-56.51581
-54.83840	-56.61547
-55.07578	-56.78738
-55.62304	-56.63193
-56.30480	-56.49310
-57.02009	-56.56914
-57.24488	-56.57863
-57.91358	-56.59107
-58.54260	-56.76404
-59.10895	-57.66498
-59.37661	-58.45291
-59.38859	-58.55408
-59.40072	-58.71011
-59.34665	-58.95476
-59.31902	-58.89576
-59.24967	-58.71266
-59.22320	-58.52041
-59.21446	-58.39526
-59.08629	-58.08769
-58.97060	-57.78405
-58.85810	-57.43558
-58.74698	-57.10235
-58.64676	-56.87711
-58.53408	-56.99927
-58.37920	-57.27007
-58.17646	-57.37260
-57.97482	-57.58301
-57.78510	-57.51129
