-60.05000	-60.10000
-60.09731	-60.19518
-60.14001	-60.28320
-60.17452	-60.35853
-60.20050	-60.41997
-60.21769	-60.46766
-60.23608	-60.51522
-60.25307	-60.56187
-60.23213	-60.54912
-60.23931	-60.58182
-60.19630	-60.53401
-60.13858	-60.46258
-60.09841	-60.41860
-60.05573	-60.36815
-60.01895	-60.32999
-59.93957	-60.22377
-59.82479	-60.06248
-59.72075	-59.91839
-59.65671	-59.83483
-59.58582	-59.74705
-59.43009	-59.52474
-59.26557	-59.28929
-59.09399	-59.04329
-59.02422	-58.96186
-58.88153	-58.76256
-58.72197	-58.53454
-58.58174	-58.34030
-58.39586	-58.07364
-58.30134	-57.95437
-58.13972	-57.72691
-57.99734	-57.52803
-57.88864	-57.38340
-57.68404	-57.08921
-57.55465	-56.91653
-57.37621	-56.66516
-57.24625	-56.48880
-57.15204	-56.36968
-56.93923	-56.06614
-56.81065	-55.89982
-56.62439	-55.64004
-56.41022	-55.33578
-56.30828	-55.21303
-56.08978	-54.95363
-56.07971	-54.97678
-55.86551	-54.67381
-55.65798	-54.38452
-55.54941	-54.30364
-55.35311	-54.18795
-55.20931	-54.10731
-54.99457	-54.12549
-54.81449	-54.15899
-54.71749	-54.11790
-54.57544	-54.11237
-54.45767	-53.99613
-54.28065	-53.95155
-54.16620	-54.03107
-54.09223	-54.13552
-54.01892	-54.11887
-53.92569	-54.12681
-53.79200	-54.16116
-53.69982	-54.22975
-53.63249	-54.21734
-53.60149	-54.25105
-53.51724	-54.44897
-53.39831	-54.35208
-53.36804	-54.35258
-53.33234	-54.37083
-53.33279	-54.35854
-53.28351	-54.22955
-53.26500	-54.30115
-53.24784	-54.28436
-53.23849	-54.31058
-53.27689	-54.33933
-53.32040	-54.57367
-53.31368	-54.62290
-53.35902	-54.61286
-53.37196	-54.56396
-53.43933	-54.81529
-53.64122	-54.77888
-54.04719	-54.91957
-54.40507	-55.17154
-54.52908	-55.44910
-54.84135	-55.78636
-55.36346	-56.45128
-56.04858	-56.83655
-56.92935	-57.32538
-57.30730	-57.64690
-57.84887	-58.01526
-58.38559	-58.33452
-58.99654	-58.53407
-59.31798	-58.77879
-59.44723	-58.68904
-59.55613	-58.64747
-59.64230	-58.39639
-59.53829	-58.01196
-59.48572	-57.60012
-59.45962	-57.49435
-59.44555	-57.57466
-59.32477	-57.78317
-59.25135	-57.66660
-59.11332	-57.79376
-58.97841	-57.75329
-58.88938	-57.70121
-58.65913	-57.86533
-58.46860	-58.13044
-58.22589	-58.02897
-58.07022	-58.08732
-57.89564	-58.09179
-57.57822	-58.17552
-57.33741	-58.06560
-57.11127	-57.77709
-57.00456	-57.61660
-56.92708	-57.47472
-56.81054	-57.02342
-56.73747	-56.79461
-56.67384	-56.56582
-56.64800	-56.80905
-56.62377	-56.65219
-56.60972	-56.52218
-56.54847	-56.34928
-56.53729	-56.44103
-56.60611	-56.36829
-56.60980	-56.24947
-56.69829	-56.46900
-56.67526	-56.41467
-56.68400	-56.39890
-56.69787	-56.38545
-56.74854	-56.33993
-56.75962	-56.42395
-56.80019	-56.45497
-56.83407	-56.42129
-56.91957	-56.47142
-56.97727	-56.47175
-57.03748	-56.69062
-57.07818	-56.81462
-57.15997	-56.89801
-57.24489	-56.98134
-57.25597	-56.95762
-57.30909	-57.00163
-57.35398	-57.01278
-57.46529	-57.17986
-57.55305	-57.28970
-57.56573	-57.34501
-57.61504	-57.47690
-57.65376	-57.50927
-57.76305	-57.68549
-57.87281	-57.85094
-57.89642	-57.86406
-57.96443	-58.04405
-58.00275	-58.08532
-58.12149	-58.28331
-58.24830	-58.52297
-58.27656	-58.62648
-58.34659	-58.77200
-58.39613	-58.83566
-58.49868	-59.00844
-58.60778	-59.19972
-58.64327	-59.25694
-58.69257	-59.34684
-58.71156	-59.37894
-58.75804	-59.46784
-58.80408	-59.55680
-58.77207	-59.51091
-58.80826	-59.58680
-58.84049	-59.66602
-58.87237	-59.73892
-58.92509	-59.80772
-58.87406	-59.73617
-58.88658	-59.78468
-58.90150	-59.83894
-58.92476	-59.90458
-58.94346	-59.96517
-58.88170	-59.88173
-58.87840	-59.91110
-58.88603	-59.93369
-58.90315	-59.99796
-58.92005	-60.04455
-58.84288	-59.93783
-58.80155	-59.91233
-58.79418	-59.89116
-58.78826	-59.92125
-58.76830	-59.97969
-58.69255	-59.83589
-58.60825	-59.73719
-58.56990	-59.68107
-58.52616	-59.69803
-58.47747	-59.68836
-58.38065	-59.53155
-58.28011	-59.41314
-58.20642	-59.31928
-58.14877	-59.24348
-58.08836	-59.14031
-58.13151	-59.21324
-58.01375	-59.00432
-57.95443	-58.95662
-57.88880	-58.90772
-57.81807	-58.75724
-57.81696	-58.75489
-57.71757	-58.57512
-57.67099	-58.43092
